,kcat,MW,kcat_MW,source
RMPA,59904.0,120.58200000000001,496.79056575608286,
RMPA_reverse,59904.0,120.58200000000001,496.79056575608286,
ALDD2y,58605.48,29.41,1992.7058823529408,
TRDR,58238.22222,81.0527,718.5229143507868,
EAR181x,55999.0008,111.4558,502.4323615280677,
EAR141x,55999.0008,111.4558,502.4323615280677,
EAR121x,55999.0008,111.4558,502.4323615280677,
EAR180x,55999.0008,111.4558,502.4323615280677,
EAR160x,55999.0008,111.4558,502.4323615280677,
EAR161x,55999.0008,111.4558,502.4323615280677,
THFAT,55410.00001,90.6332,611.365371740157,
FOMETRi,55410.00001,21.1054,2625.3944492878604,
KDOPS,55375.2,123.3308,448.9973307559831,
DDGLK,55242.0,33.9624,1626.5634937460254,
TRE6PH,55198.2857,63.8377,864.665952877375,
CYSSADS,54673.72614,86.4684,632.2971876431159,
GDPDPK,54438.00001,79.3424,686.1148643096252,
DHAD1,53623.66154,131.0631,409.14385162566737,
DHAD2,53623.66154,131.0631,409.14385162566737,
NADK,53413.2,195.3983,273.3555000222622,
CFAS180E,52820.22856,87.818,601.4738272335967,
CFAS160G,52820.22856,87.818,601.4738272335967,
CFAS180G,52820.22856,87.818,601.4738272335967,
CFAS160E,52820.22856,87.818,601.4738272335967,
KDOCT2,52679.99999,27.6144,1907.7003299003416,
MCITS,52531.2,86.2044,609.3795676322785,
GLYCDx,52111.19999,309.6976,168.26478471257118,
XPPT,52075.78877,67.8824,767.1471363711363,
AIRC3_reverse,51959.99999,142.2426,365.29141051977393,
AIRC3,51959.99999,142.2426,365.29141051977393,
GTPCI,51908.11999,248.3062,209.04882757659698,
PGL,51480.0,36.3076,1417.8849607244765,
NTPP1,51435.72,14.9271,3445.7945615692265,
NTPP5,51435.72,17.3058,2972.166556876885,
NTPP7,51435.72,16.3707,3141.937730213125,
PPCSCT,51120.0,53.8244,949.7551296438048,
UDPGALM,49496.08799,42.9659,1151.985364905658,
ALAALAr_reverse,49166.18183,39.3158,1250.5451200280802,
ALAALAr,49153.32738,39.3158,1250.2181662334226,
PYDXNK,49056.84,61.6948,795.1535623747867,
ABUTD,48962.57144,203.32,240.81532284084201,
DDPGALA_reverse,48681.60001,21.3906,2275.840790347162,
DDPGALA,48681.60001,21.3906,2275.840790347162,
FCLPA,46752.00001,23.2225,2013.2199379911724,
FCLPA_reverse,46752.00001,23.2225,2013.2199379911724,
GF6PTA,46089.0,133.7887,344.4909771901513,
TRPAS2_reverse,45490.9091,211.0938,215.5009247074049,
GTHRDHpp,44820.0,61.768,725.6184432068385,
ATHRDHr_reverse,44287.2,108.9957,406.3206163178914,
ATHRDHr,44287.2,108.9957,406.3206163178914,
NNATr,42608.61565,24.528000000000002,1737.1418643998693,
HSK,42414.54545,67.2473,630.7248833782174,
GTPDPK,42181.41175,83.8756,502.90444122009256,
ACCOAC,41806.8,252.4556,165.60060462116903,
DTARTD,41280.00001,120.2106,343.3973377555723,
S7PI,40848.00001,83.259,490.61362747570837,
CYTDH,40446.94738,32.5608,1242.1975928109873,
AHGDx_reverse,40147.99999,176.7031,227.20597425851608,
AHGDx,40147.99999,176.7031,227.20597425851608,
ACALD,39708.0,33.4425,1187.351424086118,
ICHORS_copy1,39634.36362,42.9316,923.1979152885052,
ICHORS_copy2,39634.36362,97.5291,406.38500324518526,
NNATr_reverse,39062.08033,24.528000000000002,1592.550567922375,
FACOAE100,39036.40614,127.8653,305.29319635585256,
FACOAE160,39036.40614,127.8653,305.29319635585256,
FACOAE120,39036.40614,127.8653,305.29319635585256,
FACOAE140,39036.40614,127.8653,305.29319635585256,
FACOAE180,39036.40614,127.8653,305.29319635585256,
DHFR,38876.72728,17.9994,2159.890178561508,
PTPATi,37723.56682,107.0198,352.49147185847846,
KAS15,37375.13999,67.0302,557.5865802280167,
ACGAMK,37204.74,33.0427,1125.9594403605029,
AIRC2,36951.59999,78.9222,468.2028629460405,
FBA,313200.0,78.2945,4000.2809903633083,BRENDA and SABIO-RK
ICHORS_copy2_reverse,36871.49999,97.5291,378.0563953732783,
23PDE7pp,36432.0,70.8322,514.3423471246128,
23PDE2pp,36432.0,70.8322,514.3423471246128,
23PDE4pp,36432.0,70.8322,514.3423471246128,
23PDE9pp,36432.0,70.8322,514.3423471246128,
XTSNH,36206.74285,32.5608,1111.973380568045,
DHFR_reverse,36126.0,17.9994,2007.0669022300744,
NNAM,35911.08,23.362,1537.1577775875353,
3HAD60,35828.68,37.9381,944.3983752481016,
3HAD140,35828.68,37.9381,944.3983752481016,
3HAD160,35828.68,37.9381,944.3983752481016,
3HAD120,35828.68,37.9381,944.3983752481016,
3HAD100,35828.68,37.9381,944.3983752481016,
3HAD80,35828.68,37.9381,944.3983752481016,
ACNML,35818.8,130.3739,274.73903902544913,
GPDDA2pp,35568.78667,81.6867,435.42934982071745,
GPDDA1pp,35568.78667,81.6867,435.42934982071745,
GPDDA1,35568.78667,27.4096,1297.6762400764696,
GPDDA2,35568.78667,27.4096,1297.6762400764696,
TRE6PP,35442.0,29.1753,1214.7947064811674,
HPYRRx,34994.0,35.3434,990.1141372929601,
CYSTL,34002.0,87.2837,389.5572712889119,
GNK,33840.0,21.004,1611.1216911064553,
UAGAAT,33000.0,92.8795,355.29907030076606,
UAGAAT_reverse,33000.0,92.8795,355.29907030076606,
ADPT,31931.18667,39.7178,803.9515448992644,
ACALD_reverse,31756.68,33.4425,949.5904911415117,
NTP1,31666.0,39.1933,807.9442149551071,
IMPD,31659.0,208.0898,152.14104679806508,
PMEACPE,31104.0,28.505,1091.1769864935975,
IMPC_reverse,30960.0,57.3292,540.0389330393587,
IMPC,30960.0,57.3292,540.0389330393587,
ANS,30897.8,228.7288,135.0848690676469,
HXPRT,29510.152,67.8824,434.7246414387234,
PFL,46080.0,114.1398,403.71544369273465,BRENDA
OBTFL,28737.0,114.1398,251.77019759978558,
PRMICI_reverse,28498.5,26.0326,1094.7235389473199,
PRMICI,28498.5,26.0326,1094.7235389473199,
GRTT,28417.54286,32.1596,883.6410546151072,
DTMPK,27985.09091000001,23.7831,1176.679697348117,
NMNAT,27709.78505,24.528000000000002,1129.7205255218526,
TGBPA,26584.5,77.9206,341.1742209377238,
TGBPA_reverse,26584.5,77.9206,341.1742209377238,
BPNT,26505.0,27.1759,975.3126851364627,
DPCOAK,25492.44,22.6217,1126.9020453812047,
PYDXK,25358.08695,61.6948,411.0247046752725,
GALCTD,25272.0,56.4016,448.0723951093586,
SPMS,25013.45454,64.6428,386.9488100762962,
NTPP9,24891.6,42.0777,591.5627517663751,
NTPP6,24891.6,60.8246,409.23573685646926,
NTPP2,24891.6,14.9271,1667.5442651285246,
NTPP8,24891.6,43.03,578.4708343016498,
ALAGLUE,24867.25714,34.674,717.1730155159488,
ALAGLUE_reverse,24867.25714,34.674,717.1730155159488,
P5CD,24321.6,287.6303,84.55854616151359,
GARFT,22952.16,23.2383,987.6867068589357,
GARFT_reverse,22952.16,23.2383,987.6867068589357,
URIH,22102.0,32.5608,678.7916758801995,
PDE4,22096.84909,180.5208,122.40611104094376,
SADT2,936000.0,350.9871,2666.7646759667236,BRENDA and SABIO-RK
GGPTRCS,21384.0,638.1259,33.510628545244764,
DXPS,21076.36364,135.2339,155.85118553853732,
SFGTHi,20931.42857,31.4245,666.0862884055432,
DASYN161,20904.0,31.4538,664.5937851706312,
DASYN160,20904.0,31.4538,664.5937851706312,
DASYN140,20904.0,31.4538,664.5937851706312,
DASYN141,20904.0,31.4538,664.5937851706312,
DASYN180,20904.0,31.4538,664.5937851706312,
DASYN181,20904.0,31.4538,664.5937851706312,
DASYN120,20904.0,31.4538,664.5937851706312,
GALCTND,20664.0,42.5229,485.94992345300994,
ACM6PH,20520.0,62.4398,328.63654271794593,
ADNK1,20288.12903,23.586,860.1767586703978,
FBA_reverse,20255.4,78.2945,258.70782749746155,
FBA3,20255.4,78.2945,258.70782749746155,
FBA3_reverse,20255.4,78.2945,258.70782749746155,
HSDy,19245.6,177.7754,108.25794795005385,
MTAN,19165.09091,48.7079,393.46986648983017,
TRPAS2,18958.90909,211.0938,89.8127234906947,
PYDXPP,18736.0,27.163,689.7618083422302,
PDXPP,18736.0,30.2013,620.3706462966827,
PDE1,18697.85723,30.938000000000002,604.3654156700499,
HISTD,18329.56364,92.2207,198.75758522761157,
ALCD19_reverse,18144.88358,141.5183,128.21581081739959,
ALCD19,18144.88358,141.5183,128.21581081739959,
ALAR_reverse,17982.0,77.6892,231.46074357825802,
G1PTT,17419.89,130.7742,133.2058617066669,
CYSDS,17014.275,172.8495,98.43404233162376,
CTPS2,3596400.0,241.4966,14892.135127368252,BRENDA and SABIO-RK
ADMDC,16389.04362,30.3846,539.3865188286171,
FORCT_reverse,16290.0,91.6564,177.72899655670525,
FORCT,16290.0,91.6564,177.72899655670525,
XYLI1_reverse,15633.0,198.968,78.57042338466488,
GMAND,15537.6,84.0937,184.76532724805787,
ORPT,15318.36,47.13399999999999,324.995968939619,
PRAMPC,15183.0,22.7558,667.2145123441056,
DNTPPA,14760.54,14.9271,988.8417710070946,
HKNDDH,14464.8,63.8749,226.45514904915703,
HKNTDH,14464.8,63.8749,226.45514904915703,
MI1PP,14072.4,29.1721,482.3924228972203,
IGPS,13990.8,49.4923,282.68639768206367,
TMDS,13940.47059,60.9594,228.68451116644852,
SOTA,13440.0,87.3307,153.89777019994116,
UAAGDS,13350.85714,53.3436,250.28039239946307,
GSPMDA,12960.0,141.0639,91.87325743865016,
GSPMDS,12886.10526,141.0639,91.34941866771015,
DHBS,12396.0,118.2243,104.85154067311035,
ARGDCpp,12120.54546,295.5938,41.00405847483946,
ARGDC,12120.54546,844.2524,14.356542498428194,
FA141ACPHi,11818.05517,22.9611,514.6989983058303,
FA140ACPHi,11818.05517,22.9611,514.6989983058303,
FA161ACPHi,11818.05517,22.9611,514.6989983058303,
FA160ACPHi,11818.05517,22.9611,514.6989983058303,
UAGCVT,11814.54546,44.8176,263.6139699582307,
IPPMIb_reverse,11520.0,72.3693,159.18352118923357,
IPPMIa_reverse,11520.0,72.3693,159.18352118923357,
IPPMIb,11520.0,72.3693,159.18352118923357,
IPPMIa,11520.0,72.3693,159.18352118923357,
MALTabcpp,11160.0,214.6074,52.00193469563491,
CU1abcpp,11088.0,87.8731,126.18196012203964,
UAG2E_reverse,10908.9,84.4892,129.11591067260667,
UAG2E,10908.9,84.4892,129.11591067260667,
IPPS,1620000.0,57.2979,28273.287502683346,BRENDA and SABIO-RK
MICITDr_reverse,10800.0,186.9962,57.75518432994895,
MICITDr,10800.0,186.9962,57.75518432994895,
DTMPK_reverse,10698.0353,23.7831,449.8166891616315,
PYAM5PO,10321.51305,51.0903,202.02490590190308,
RNDR3,10192.2,270.3917,37.694204370918186,
RNDR2,10192.2,270.3917,37.694204370918186,
RNDR4,10192.2,270.3917,37.694204370918186,
RNDR1,10192.2,270.3917,37.694204370918186,
THRA,10055.9481,90.6332,110.95214667472843,
MNNH,9947.999999,44.838,221.8653820197154,
IPDPS,9504.0,69.5491,136.65166048158784,
DMPPS,9504.0,69.5491,136.65166048158784,
GDPTPDP,9488.999999,79.3424,119.5955756190889,
PPGPPDP,9488.999999,79.3424,119.5955756190889,
ADNUC,9428.53091,32.5608,289.56693048082354,
NMNDA,9335.999999,35.164,265.4988055681947,
PANTS,9314.399999,63.1953,147.39070783744992,
KARA2,281880.0,216.2761,1303.334025350004,BRENDA and SABIO-RK
KARA2_reverse,9268.628573,216.2761,42.85553777324448,
DHAPT,9074.999999,360.8342,25.15005506407098,
KARA1,9073.095653,216.2761,41.951448417092784,
XYLI2_reverse,8727.525,198.968,43.86396304933457,
TDSK,8640.0,35.5893,242.76959647984089,
FEROpp,8621.217392,56.5562,152.43629154716905,
DURIK1,8515.8,23.4566,363.0449425747976,
MECDPS,8399.999999,50.6926,165.70465904293724,
UDCPDPS,8235.163739,56.8883,144.7602360942408,
ASNS1,8057.25,125.318,64.2944349574682,
ACGS,11999.999999999998,295.1711,40.65438655749156,BRENDA and SABIO-RK
UAGPT3,7916.0,37.8147,209.33658074769863,
ACBIPGT,7890.599998999999,40.328,195.6605831928188,
ADSS,3596400.0,94.6899,37980.8194960603,BRENDA and SABIO-RK
UPPRT,7702.92,67.5998,113.94885783685748,
ATPPRT,7692.000001,66.7334,115.26462013024964,
AHCYSNS,7674.063001,48.7079,157.55273787209057,
GPDDA4pp,7360.56,81.6867,90.10720227405442,
GPDDA3pp,7360.56,81.6867,90.10720227405442,
GPDDA3,7360.56,27.4096,268.5394898137879,
GPDDA4,7360.56,27.4096,268.5394898137879,
ASNS2,33084.0,73.3011,451.34384067906205,BRENDA
RBFK,7219.500001,34.7343,207.8493017276871,
ASPO6,7169.22,60.3374,118.81884204490083,
INOSTO,6862.200001,61.163999999999994,112.19344714210972,
INOSTO_reverse,6862.200001,61.163999999999994,112.19344714210972,
PPCDC,6720.000001,521.2577,12.89189589141801,
PPNCL2,6545.999999000002,521.2577,12.558087869013734,
AP5AH,6239.999999000002,31.2967,199.3820434422799,
METAT,5961.661625,167.8065,35.52700059294485,
URIK2,5767.38,24.3531,236.82323810931663,
PGAMT,5639.04,47.5436,118.607762138332,
PGAMT_reverse,5639.04,47.5436,118.607762138332,
PMDPHT,5574.399998,27.122,205.53056551876702,
AGMT,5457.6,67.1141,81.31823268135908,
KARA1_reverse,5054.4,216.2761,23.37012735110352,
ANPRT,4359.96,113.7399,38.332722290067075,
PERD_reverse,4320.0,82.7353,52.21471367118994,
PERD,4320.0,82.7353,52.21471367118994,
ACOTA_reverse,4266.0,44.7291,95.37415239743255,
ACOTA,4266.0,44.7291,95.37415239743255,
PPPGO,4009.545641,84.9052,47.22379360745867,
PPPGO3,4009.545641,84.9052,47.22379360745867,
PSERT,8964.0,79.5666,112.66033737774393,BRENDA and SABIO-RK
OHPBAT_reverse,3856.5,79.5666,48.4688298859069,
OHPBAT,3856.5,79.5666,48.4688298859069,
GLUTRS,3652.155,53.8157,67.86411772029352,
UHGADA,3589.800001,33.9559,105.71947735150593,
SPMDAT1,3579.48,87.54799999999999,40.885914012884356,
SPMDAT2,3579.48,87.54799999999999,40.885914012884356,
NADS1,3468.359999,61.2737,56.60438326720927,
HOPNTAL,3337.2,36.4704,91.50434324822321,
PYDAMK,3275.399999,61.6948,53.09037388888528,
CHRPL,3122.64,18.7769,166.3022117601947,
TMDK1,3096.0,23.4566,131.9884382220782,
CBL1abcpp,3042.0,153.4278,19.826915330859208,
CBIuabcpp,3042.0,153.4278,19.826915330859208,
GLYOX3,3001.81091,62.38,48.12136758576466,
FDMO4,2963.999999,166.9451,17.754339594273805,
FDMO2,2963.999999,166.9451,17.754339594273805,
FDMO,2963.999999,166.9451,17.754339594273805,
MOHMT,2811.6,282.3744,9.956993268511594,
ACOAD1f,2792.772,89.2244,31.30054110758941,
CPPPGO,2750.764651,68.6453,40.072148435508325,
GOFUCR,2700.0,72.2823,37.353542983551996,
ADOCBLS,2412.0,26.3856,91.41349827178459,
OCTDPS,2412.0,70.4339,34.24487356230452,
NTP5,2286.0,39.1933,58.32629556582375,
PAPSR,2199.2,67.7583,32.456540379554966,
PAPSR2,12600.0,65.0891,193.58079924288398,BRENDA
DMATT,2158.457144,32.1596,67.11703951541686,
KDOPP,2125.8,79.9884,26.576353571267838,
RBFSb,2112.797999,70.3347,30.039198276242022,
TDP,2040.631578,17.4329,117.05634621893087,
G1SAT_reverse,1836.0,90.7322,20.235373990711125,
G1SAT,1836.0,90.7322,20.235373990711125,
ADCS,1786.619128,71.7414,24.903599985503487,
DURADx,1764.0,178.7966,9.865959419809997,
DURADx_reverse,1764.0,178.7966,9.865959419809997,
CHORS,3132.0,156.5498,20.006413294683227,BRENDA
ACPS1,1486.457143,21.7678,68.28697171969607,
UACMAMO,1440.0,91.6775,15.707234599547329,
TDPAGTA,1368.0,167.6041,8.162091500148266,
DHNPA2r_reverse,1242.960001,108.9562,11.407886848109607,
DHNPA2r,1242.960001,108.9562,11.407886848109607,
GMPR,1213.2,149.5347,8.11316704417102,
UDPGDC,1089.0,445.7333,2.4431650047236766,
RBFSa,1006.207715,969.3906,1.0379796492765665,
FCLT,1002.52575,33.052,30.331772661261052,
PDX5POi,929.52,51.0903,18.1936688569063,
HMBS,900.0,33.8518,26.586473983658184,
AMAOTr,820.9090908,94.6712,8.671159664185097,
ADOCBIK,795.6,40.328,19.728228526086085,
HMPK1,779.6571444,61.6948,12.637323476208696,
RHCCE,716.4,19.4162,36.89702413448563,
SEPHCHCS,687.6,122.7341,5.60235500973242,
GLYAT_reverse,645.7200012,86.2341,7.487989104078316,
APPLDHr_reverse,645.7200012,309.6976,2.085001631268695,
GLYAT,645.7200012,86.2341,7.487989104078316,
APPLDHr,645.7200012,309.6976,2.085001631268695,
LIPATPT,626.4,37.9259,16.516417540519804,
ASR,554.4,40.2035,13.789844167796335,
3OAS180,485.154,85.2266,5.692518532946286,
3OAS121,485.154,85.2266,5.692518532946286,
3OAS141,485.154,85.2266,5.692518532946286,
3OAS161,485.154,85.2266,5.692518532946286,
ARABDI,379.8,389.86,0.9741958651823732,
FCI_reverse,379.8,389.86,0.9741958651823732,
ARABDI_reverse,379.8,389.86,0.9741958651823732,
FCI,379.8,389.86,0.9741958651823732,
OGMEACPD,360.0,102.1977,3.5225841677454577,
OPMEACPD,360.0,102.1977,3.5225841677454577,
PMPK,272.0400012,114.5344,2.3751816153050958,
CDGR,270.468,65.175,4.149873417721518,
TMPK,226.8,35.0708,6.466918348027419,
CBLAT,221.3679996,21.9989,10.062684934246713,
FMNAT,168.39666,34.7343,4.8481374318756965,
ACOATA,159.5999988,75.6698,2.109163745642251,
ACOATA_reverse,159.5999988,75.6698,2.109163745642251,
KAS14,159.5999988,85.2266,1.8726547674082967,
G3PAT161,107.082,100.021,1.0705951750132472,
G3PAT140,107.082,100.021,1.0705951750132472,
G3PAT160,107.082,100.021,1.0705951750132472,
G3PAT181,107.082,100.021,1.0705951750132472,
G3PAT120,107.082,100.021,1.0705951750132472,
G3PAT141,107.082,100.021,1.0705951750132472,
G3PAT180,107.082,100.021,1.0705951750132472,
3OAS181,104.4,86.0915,1.212663271054634,
AACPS3,57.6,89.3395,0.6447316136759217,
AACPS8,57.6,89.3395,0.6447316136759217,
AACPS6,57.6,89.3395,0.6447316136759217,
AACPS1,57.6,89.3395,0.6447316136759217,
AACPS2,57.6,89.3395,0.6447316136759217,
MPTAT,4.32,63.667,0.06785304788980162,
